Product Name,Current Price,Old Price,Discount,Rating,Image URL,Mall Store
Lenovo XT90 Wireless Headsets In-ear Sweatproof White,KSh 899,"KSh 1,233",27%,3.6 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo LP40 Wireless Headphone Stereo Noise Earbuds,"KSh 1,390","KSh 2,647",47%,3.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo LP1S Upgraded Version Headset Touch Hifistereo Bluetooth,"KSh 1,099","KSh 1,661",34%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Xdobo Portable Speaker Bluetooth Subwoofer 80w IPX7 For Outdoor,"KSh 9,720",,,4.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Stylus Pen Universal Touch Screen Battery Reveal,KSh 899,"KSh 1,600",44%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Att AT&T In Ear Earphones Valentine's Day Gift-Seablue,KSh 198,KSh 299,34%,1.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Wireless BT5.1 Neckband Headsets Earphones Support TF Card,KSh 620,"KSh 1,069",42%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo Data Cable Oraimo OCD-C53 2A 1M Black,KSh 200,KSh 330,39%,4.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Lenovo LP40 Pro Bluetooth Earbuds Wireless Headset White,"KSh 1,099","KSh 2,148",49%,3.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo XT92 Gaming Headset Low Latency Touch Bluetooth,"KSh 1,599","KSh 2,466",35%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
3 In 1 Luminous 3A Fast Charge Cable For Apple/Android/Type-C,KSh 240,KSh 480,50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
TOUMI M28 Bluetooth 5.3 Noise Canceling Earbuds True Music Headset Game Earphone,KSh 639,KSh 983,35%,3.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"1.69"" Full Touch Smart Watch Sport Health Bluetooth Call","KSh 1,690","KSh 2,990",43%,4.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Type C Fast Charge USB Cable 1 M,KSh 180,KSh 250,28%,3.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Phone Vlog Video Kit With Height Adjustable Tripod,"KSh 2,990","KSh 5,085",41%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
3 In 1 Orange Data Cable Charging Cable Universal,KSh 299,KSh 498,40%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo Firefly 2U 12W 2.4A Dual USB Fast Charger Kit With 1.5M Lightning Cable,KSh 670,KSh 800,16%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Stand Bracket 12 Inches Mobile Phone Curved Screen Amplifier,KSh 799,"KSh 1,331",40%,4.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"C Idea Tablet 7-Inch, Android Dual Camera 32gb Storage, Adult Tablet Black","KSh 6,999","KSh 13,000",46%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
TWS Bone Conduction Bluetooth Headsets Phone Accessories,KSh 330,KSh 600,45%,3.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Phone Vlog Video Kit With Adjustable Tripod/ Stabilizer,KSh 970,"KSh 1,786",46%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
7inch HD Dual Camera Children's Learning Tablet Red,"KSh 3,800","KSh 7,600",50%,3.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
14-inch 3D Curved Mobile Phone Amplifier,KSh 720,"KSh 1,400",49%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Pro3 In-ear Wireless Sports Headphones Stereo Headphones,KSh 559,KSh 990,44%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Tripod Suitable For Camera Phone Holder,KSh 699,"KSh 1,099",36%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"XIAOMI Redmi Note 12 Pro, 6.67'', 8GB RAM + 256GB, 50MP, 33W Fast Charging - Star Blue","KSh 33,999","KSh 52,999",36%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Oraimo Cannon 2 Pro 18W Fast Charging Charger Kit + Lightning Cable,KSh 420,KSh 800,48%,3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"C Idea 9 Inches Android 12 Tablets WiFi 256GB ,1280 * 800,8000mAh Battery Tablet Grey","KSh 10,000","KSh 19,999",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Edifier X2S Bluetooth 5.3 Wireless Earphone Game Mode,"KSh 3,399","KSh 4,990",32%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Tecno POP 8, 6.6"", 3GB RAM + 64GB, 13MP, 4G,Android13, 5000MAh - Dark Gravity Black (1YR WRTY)","KSh 11,599","KSh 15,999",28%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Edifier GT4 TWS Gaming Headset Bluetooth 5.2 Dual-mode 45Ms Delay,"KSh 3,199","KSh 3,999",20%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Full Touch Screen Watch - For Android And IOS,"KSh 1,799","KSh 2,599",31%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Qwen Bluetooth Headsets True Wireless Stereo Earbuds With Power Bank,KSh 800,"KSh 1,500",47%,4.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Kxd A10 - 6.6'' 128GB ROM, Upto 12GB RAM (6GB RAM+6GB Virtual RAM), 13MP Triple Camera - Dark Blue","KSh 12,300","KSh 20,000",39%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
LED Light Cute Cat Ears Bluetooth Headset Headphone,"KSh 1,299","KSh 2,165",40%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bluetooth Smart Watch Men Blood Round Women Sport,KSh 799,KSh 999,20%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
H15 Phone Game Cooler Cooling Fan Radiator,KSh 759,KSh 799,5%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bone Conduction Bluetooth Headphones Sports Ear Clips,KSh 750,KSh 913,18%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"U&I QC & PD High Quality Fast Charger, 25w",KSh 749,"KSh 1,464",49%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
2023 Bone Conduction Ear Clip TWS Earbud Gaming Headset,KSh 980,"KSh 1,900",48%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Sowhat Find 30, 6.6"", 32GB + 2GB RAM (Dual SIM), 4000mAh, White (1YR WRTY)","KSh 8,499","KSh 9,999",15%,3.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Smart Watch Bluetooth Calling IP68 Waterproof HD,"KSh 4,299","KSh 4,594",6%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo GM2 Pro True BT5.3 Wireless BT Gaming Headphones,"KSh 1,699","KSh 3,191",47%,4.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2024 New 2.1-inch Full-screen Full-touch Smart Watch,"KSh 1,680","KSh 3,360",50%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo Data Type-C - Lightning 2.4A OCD-CL54,KSh 280,KSh 400,30%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
J55 TWS Earbuds Wireless Earphones Bluetooth V5.0 Headset Digital Display,"KSh 1,100","KSh 2,000",45%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo XT95 Pro Illuminated Version Bluetooth Earphone,"KSh 2,099","KSh 2,990",30%,4.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Iworld Airdopes W100 TWS Earbuds Wireless Earphones,"KSh 1,349",,,4.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Smart Watch Bluetooth Call AMOLED Large Screen 466*466 Waterproof-HEF,"KSh 4,199","KSh 4,999",16%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo XT88 + Bag Bluetooth 5.3 Earbuds Headphone T W S Wireless,"KSh 1,599","KSh 2,821",43%,4.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Vision Plus 1 Meter Type C Cable - Black,KSh 340,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Lenovo Tab M9,9 Inch,3+32GB,Dolby Atmos, Octa-Core Processor, Arctic Grey (1YR WRTY)","KSh 21,999","KSh 25,999",15%,4.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
X15 TWS Bluetooth Earphones-black,KSh 459,KSh 899,49%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Xdobo Speaker Bluetooth Subwoofer Hero1999 50w Waterproof Outdoor,"KSh 6,642","KSh 8,748",24%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
T800 Ultra Smart Watch Sports Life Waterproof Smart Watch,"KSh 1,528","KSh 2,440",37%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
1.69 Inch TFT Screen IP67 Waterproof Smart Watch,"KSh 1,239","KSh 2,399",48%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Hot 40i, 6.56"", 128GB + 4GB, 5000 mAh, 4G, Dual SIM - Palm Blue (1YR WRTY)","KSh 12,999","KSh 18,999",32%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Oraimo PowerBox 300 Lite 30000mAh 15W Power Bank,"KSh 4,200","KSh 8,400",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Vision Plus Stereo Earphones (Extra Comfort) - Black,KSh 299,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Lenovo XT65 Bluetooth 5.3 Earbuds 500mAh Charge Earphones Headset,"KSh 1,890","KSh 2,999",37%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"XIAOMI Mi 11 Lite 5G NE, 6.55”, 8GB RAM +128GB, 64MP Triple Camera, 4250mAh, Peach Pink","KSh 39,999","KSh 47,500",16%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
14-inch High-definition Mobile Phone Curved Screen Mobile Phone 3D Magnifying Glass,KSh 780,"KSh 1,420",45%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
LASA Tripod Phone Mount Holder Screw Rotatable Bracket,KSh 595,KSh 950,37%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
SKY-10 Bluetooth 5.0 Earphone 2200mAh Charging,KSh 630,"KSh 1,235",49%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Air Pro6 Bluetooth 5.2 Wireless Headphones Stereo Sports Earbuds,KSh 699,"KSh 1,390",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
1.69'' Color Screen Waterproof Health Monitor Heart Rate Sport Bracelet Call Smart Watch-BLACK,"KSh 2,399","KSh 4,000",40%,4.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
X7 Smart Watch Waterproof Watch For IOS And Android,"KSh 1,058","KSh 1,800",41%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Samsung Galaxy Tab A9 Tablet 4G LTE - 8.7&rdquo; - 64GB - 4GB RAM - 5100mAh - Grey (2YRs WRTY),"KSh 99,999",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
TWS Portable Motorcycle/ Bike Wireless Bluetooth Speaker-Dark Blue,"KSh 1,199","KSh 2,113",43%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
SmartWatch Bluetooth Calls Fitness Bracelet Waterproof,KSh 999,"KSh 1,799",44%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Digital Display 5.3 Bluetooth Headset Fashion Headset Noise Reduction,KSh 770,KSh 913,16%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2023 New GT20 Smart Watch Full Touch Screen Fashion Watch,"KSh 1,655","KSh 3,170",48%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2024 New 2.1-inch Full-screen Smart Sports Fitness Watch,"KSh 1,680","KSh 3,360",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Wireless Bluetooth Headset For Android, IOS--Black",KSh 620,KSh 918,32%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Color Screen Heart Rate Bluetooth Connection Pedometer Sports Smart Watch,KSh 826,"KSh 1,200",31%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Xdobo Portable Bluetooth Speaker Mini Prince 1995II 12W Subwoofer,"KSh 2,511","KSh 3,402",26%,4.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Xdobo Portable Bluetooth Speaker Deep Bass BMTL BOSS 30W RGB Light,"KSh 3,564","KSh 4,698",24%,2.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo XT92 Gaming Headset  Bluetooth White,"KSh 1,199","KSh 2,099",43%,3.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo LP40 Pro TWS Bluetooth Headphones L Earbuds Wireless Headset With Mic Purple,"KSh 1,399","KSh 2,148",35%,4.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Big 2.19"" IPS Full Touch Smart Watch BT Call Sport Heart Rate Health Monitor","KSh 2,170","KSh 3,990",46%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
M19 Smart LED Touch Bluetooth Waterproof Headset,KSh 858,"KSh 1,580",46%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Qcy C1 Earphone Earbuds Bluetooth White,KSh 690,"KSh 1,300",47%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
7inch HD Dual Camera Children's Learning Tablet With UK Plug,"KSh 3,500","KSh 7,000",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo Wireless Earphone OEB-E38S - Black,KSh 850,"KSh 1,500",43%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Smart Watch Bluetooth Call Waterproof 1.62inch 466*466 AMOLD,"KSh 4,990","KSh 6,999",29%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Air39 TWS Bluetooth 5.3 Earphones-black,KSh 559,KSh 999,44%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Mobile Live Broadcast Selfie Microphone Stand,"KSh 1,300","KSh 2,550",49%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Smart 8, 6.6"", 64GB + 3GB RAM, 5000mAh, 4G, DUAL SIM - Green Crystal (1YR WRTY)","KSh 13,999","KSh 15,999",13%,3.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Huawei Band 8 1.47'' AMOLED Screen Smart Band - Black,"KSh 8,821","KSh 9,604",8%,4.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Watch 1.6inch Smartwatch AMOLED 454 * 454,"KSh 2,999","KSh 3,999",25%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
SAMSUNG Galaxy Z Flip3 5G Cell Phone 8GB+256GB Flex Mode Super Steady Camera Ultra Compact 99%New,"KSh 42,890","KSh 81,780",48%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Smart 8, 6.6"", 64GB + 3GB RAM, 5000mAh, 4G, DUAL SIM - Black Timber (1YR WRTY)","KSh 13,999","KSh 15,999",13%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Lenovo XT95 Playtime Stereo Heavy Bass Bluetooth Headset,"KSh 1,199","KSh 1,999",40%,4.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo LP40 Pro Bluetooth  Earbuds Headset With Mic Pink,"KSh 1,399","KSh 2,148",35%,4.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo Slice Link Pro 10000mAh 22.5W Power Bank,"KSh 2,799","KSh 4,000",30%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Wireless Earphones Bluetooth 5.3 Finger Touch Headset HIFI Slide Cove,KSh 750,"KSh 1,317",43%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Samsung Galaxy A04e,64GB ROM 3GB RAM,6.5'' 5000mAh Battery - Blue (2YRs WRTY)","KSh 13,999","KSh 22,999",39%,3.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Suitable For Youtube TikTok Video Live Broadcast Ring Light,KSh 820,"KSh 1,333",38%,4.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Infinix XE26 Earbuds - White,"KSh 2,000","KSh 3,000",33%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
TOUMI M32 Bluetooth 5.1 Noise Canceling Bank Earbuds True Wireless Music Headset Game Earphone,KSh 888,"KSh 1,599",44%,3.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bracket With Speaker Wireless Speaker Bluetooth Speaker Foldable Speaker Phone Stand,KSh 799,"KSh 1,499",47%,3.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Big 2.19"" IPS Full Touch Smart Watch BT Call Sport Heart Rate Health Monitor","KSh 2,180","KSh 3,990",45%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo OPB-P118Q 10000mah 18W Fast Charging Powerbank,"KSh 2,999","KSh 5,000",40%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Fashion Smart Watch Bluetooth Music Player Men And Women,"KSh 1,520","KSh 2,171",30%,3.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bluetooth  Earphone  F2  TWS Sports Headset  Touch,KSh 695,"KSh 1,115",38%,3.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Smart Watch Wireless Bluetooth Headset Set-black,KSh 820,"KSh 1,000",18%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
TWS Bluetooth Earphone Wireless Head-mounted Black,KSh 898,"KSh 1,599",44%,3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo XT85II Wireless Bluetooth 5.3 Headphones Black,"KSh 1,229","KSh 1,999",39%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"3520 Tripod SLR Camera Photography Live Video Stand,Mobile Phone Holder-Black","KSh 3,500","KSh 4,480",22%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
TOUMI M41 TWS Bluetooth Earphones 5.2-black,"KSh 1,079","KSh 1,999",46%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Venture Gen 3Gen 4 Women Men Smartwatch 18MM,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"C Idea 9 Inches Android 12 Tablets WiFi 256GB ,1280 * 800,8000mAh Battery Tablet Green","KSh 10,000","KSh 19,999",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Oraimo Bullet 48 48W Compact Safe Car Charger,KSh 800,"KSh 1,600",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
